text,text_clean,rating,sentiment
"Makasih , gamsahamida , xie xie , arigatou agann",makasih gamsahamida xie xie arigatou agann,5,Positive
Puas banget sama barangnya,puas banget sama barangnya,5,Positive
"Joss,gak sampe sejam dah sampe barang nya,thanks ya",joss gak sampe sejam dah sampe barang nya thanks ya,5,Positive
Tooooooooooooooooooop bgt,tooooooooooooooooooop bgt,4,Positive
"&#34;Barang sudh diterima dlam keadaan baik, lbh kecil dr ekspetasi .. 
Tks&#34;",barang sudh diterima dlam keadaan baik lbh kecil dr ekspetasi tks,5,Positive
"Produk diterima dengan baik, kemasan bagus dan tampilan ok banget 👍🏻",produk diterima dengan baik kemasan bagus dan tampilan ok banget,5,Positive
"barang sesuai, pengiriman cepat",barang sesuai pengiriman cepat,5,Positive
"Barangnya mantap, packingnya aman dan rapi, respon dari seller cepat dan baik. Pengirimannya juga cepat.",barangnya mantap packingnya aman dan rapi respon dari seller cepat dan baik pengirimannya juga cepat,5,Positive
"respon cepat, pengiriman hari itu juga sampai, produk sesuai. good",respon cepat pengiriman hari itu juga sampai produk sesuai good,5,Positive
mantaaaab sukses teruuus jualannya,mantaaaab sukses teruuus jualannya,5,Positive
Pengiriman dan respon cepat. Barang bagus. Trims,pengiriman dan respon cepat barang bagus trims,5,Positive
"Warna sesuai yg diminta, trims",warna sesuai yg diminta trims,4,Positive
Barang sudah mendarat dengan selamat,barang sudah mendarat dengan selamat,5,Positive
Barang ok. Sesuai. Packing nya rapih. Cuma konfirmasi smpe pengiriman agak sedikit lama. Tp ok kok,barang ok sesuai packing nya rapih cuma konfirmasi smpe pengiriman agak sedikit lama tp ok kok,5,Positive
Produk bagus sesuai deskripsi👌,produk bagus sesuai deskripsi,5,Positive
Barang udah sampai makasih,barang udah sampai makasih,5,Positive
mantap braaaaaaaaayyyyyyyyyyyy,mantap braaaaaaaaayyyyyyyyyyyy,5,Positive
Mantap...................................................,mantap,4,Positive
Barang sesuai dengan pesanan. Respon cepat. Harga bersaing. Mantappp..,barang sesuai dengan pesanan respon cepat harga bersaing mantappp,5,Positive
Bagus. Tidak masalah. Moga2 awet.,bagus tidak masalah moga awet,5,Positive
"pengiriman standard, kualitas bagus walau harga murah",pengiriman standard kualitas bagus walau harga murah,4,Positive
"Barang ok, sesuai deskripsi, pelayanan mantab 😀",barang ok sesuai deskripsi pelayanan mantab,5,Positive
Thank you pake bgt udh sampe barangnya,thank you pake bgt udh sampe barangnya,5,Positive
"Bintang nya ok banget, recomended",bintang nya ok banget recomended,5,Positive
"top seler, barang sesuai 

recommend,",top seler barang sesuai recommend,5,Positive
barang nya bagus... sesuai dengan yang di foto,barang nya bagus sesuai dengan yang di foto,5,Positive
Barang bagus sesuai pesanannya,barang bagus sesuai pesanannya,4,Positive
"Packing rapih,barang terjaga",packing rapih barang terjaga,5,Positive
"barang ok,, hanya saja kurir grabnya meras masa minta uang lagi 20 rb alesan titik mapnya kga sama,, padahal saya pesan barang sebelumnya kga begini",barang ok hanya saja kurir grabnya meras masa minta uang lagi rb alesan titik mapnya kga sama padahal saya pesan barang sebelumnya kga begini,4,Positive
Paketnya sudah saya terima seller..Terima kasih,paketnya sudah saya terima seller terima kasih,5,Positive
"nice gan, sorry bru review, barang udah nyampe",nice gan sorry bru review barang udah nyampe,4,Positive
Sippp sesuai gambar. Pengiriman super cepat. Barang oke. Thanks,sippp sesuai gambar pengiriman super cepat barang oke thanks,5,Positive
mantappp sampe dengan selamat,mantappp sampe dengan selamat,5,Positive
part yg mantabb dijamin cling,part yg mantabb dijamin cling,5,Positive
Produk diterima dengan baik trmksh,produk diterima dengan baik trmksh,5,Positive
"kualitas sesuai yang diharapkan... tdk mengecewakan...
gan tolong kasi link lapak buat isi staplesnya dong, lupa ga pesan sekalian...  kan ada 3 macam ini isinya...",kualitas sesuai yang diharapkan tdk mengecewakan gan tolong kasi link lapak buat isi staplesnya dong lupa ga pesan sekalian kan ada macam ini isinya,5,Positive
Pengiriman cepat. Barang sesuai deskripsi. Keren dahh,pengiriman cepat barang sesuai deskripsi keren dahh,4,Positive
Barang lumayan bagus..,barang lumayan bagus,5,Positive
"barang cocok, bagus, bisa di andalkan....................",barang cocok bagus bisa di andalkan,4,Positive
"Barang sesuai dengan gambar, packing rapi, n fast respon",barang sesuai dengan gambar packing rapi n fast respon,4,Positive
"Sesuai deskripsi, bagus dan lekas sampai. Recommended seller",sesuai deskripsi bagus dan lekas sampai recommended seller,5,Positive
Barang ok dan berfungsi baik,barang ok dan berfungsi baik,5,Positive
Produk sesuai deskripsi dipaketkan rapi Recommended lah !!,produk sesuai deskripsi dipaketkan rapi recommended lah,5,Positive
"responsi dan proses cepat.
barang ok",responsi dan proses cepat barang ok,5,Positive
"Produk diterima sesuai dengan picture pada display, akurasi produk sangat baik.. Kualitas baik.. Seller responsif dan informatif.. Good product and Good seller.. (:",produk diterima sesuai dengan picture pada display akurasi produk sangat baik kualitas baik seller responsif dan informatif good product and good seller,5,Positive
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,5,Positive
Kyknya lumayan bgs...semoga awet,kyknya lumayan bgs semoga awet,4,Positive
"Bagus, sesuai deskripsi",bagus sesuai deskripsi,4,Positive
"recommended,sukses selalu untuk tokonya gan",recommended sukses selalu untuk tokonya gan,5,Positive
Barangnya keren tapi bukan batre alkalin &#39;&lt;&#39; tapi gudd dah b&#39;_&#39;)b,barangnya keren tapi bukan batre alkalin lt tapi gudd dah b b,4,Positive
"barang sesuai deskripsi, barang bagus. thanks ya gan",barang sesuai deskripsi barang bagus thanks ya gan,5,Positive
...........mantap 😁,mantap,5,Positive
proses cepat tapi gosend nya baru kirim bsknya.kualitas sesuai hrg.thx,proses cepat tapi gosend nya baru kirim bsknya kualitas sesuai hrg thx,4,Positive
Terima kasih .............,terima kasih,5,Positive
"Murah, barang sesuai, respon baik, pengiriman cepat",murah barang sesuai respon baik pengiriman cepat,5,Positive
Polo Shirt Wangky Lacoste (07717860) top bgt,polo shirt wangky lacoste top bgt,5,Positive
Barang diterima dgn baik,barang diterima dgn baik,4,Positive
thanks barang cepat sampai dan bagusss,thanks barang cepat sampai dan bagusss,5,Positive
"Response seller instant, produk sesuai pesanan 👍👍👍👍👍",response seller instant produk sesuai pesanan,5,Positive
Thx sudah sampai pesanannya...,thx sudah sampai pesanannya,5,Positive
"awalnya trjadi kesalahan memasukan nmr resi,tapi cepat di perbaiki.dn barang sudh ditrima dng baik..mantap..sesuai pesanan yg diinginkan..thanks min",awalnya trjadi kesalahan memasukan nmr resi tapi cepat di perbaiki dn barang sudh ditrima dng baik mantap sesuai pesanan yg diinginkan thanks min,5,Positive
Kualitas sesuai dengan harga. Trimakasih barangnya sudah sampai,kualitas sesuai dengan harga trimakasih barangnya sudah sampai,5,Positive
"Barang sudah diterima, sorry baru balas :)",barang sudah diterima sorry baru balas,5,Positive
Produk sudah diterima dengan baik,produk sudah diterima dengan baik,5,Positive
"Bagus banget. Harga ga mahal tapi barang memuaskan bgt. Enak dipake, bahan bagus, jahitan rapu pula",bagus banget harga ga mahal tapi barang memuaskan bgt enak dipake bahan bagus jahitan rapu pula,5,Positive
Kereeeen abiiss rekomended,kereeeen abiiss rekomended,5,Positive
"Barang sesuai deskripsi, sangat baik !",barang sesuai deskripsi sangat baik,5,Positive
mantap keren. sukses selalu buat tokonya,mantap keren sukses selalu buat tokonya,5,Positive
"Paket dah nyampe, respon cepat dan barang sesuai deskripsi",paket dah nyampe respon cepat dan barang sesuai deskripsi,4,Positive
"Barang sudah diterima, semoga awet.. tq",barang sudah diterima semoga awet tq,5,Positive
Paket sudah diterima gan....,paket sudah diterima gan,4,Positive
"Barang sudah sampai, sesuai gambar, kualitas oke punya, pokoknya recommended seller deh",barang sudah sampai sesuai gambar kualitas oke punya pokoknya recommended seller deh,5,Positive
"Barang sudah diterima, sesuai pesanan. Thanks gan...",barang sudah diterima sesuai pesanan thanks gan,4,Positive
Fast respon...... pengiriman cepat....,fast respon pengiriman cepat,5,Positive
"Kedua kalinya beli di sini.. Jempolan banget!!
Terima kasih gan.. Sukses teruss..",kedua kalinya beli di sini jempolan banget terima kasih gan sukses teruss,5,Positive
Barang sudah sampai sesuai pesanan,barang sudah sampai sesuai pesanan,5,Positive
"barang bagus, pengiriman cepat & rapih, thanks",barang bagus pengiriman cepat rapih thanks,5,Positive
terima kasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,terima kasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,5,Positive
"barang sampai tujuan, dan berfungsi sesuai harapan",barang sampai tujuan dan berfungsi sesuai harapan,5,Positive
"barang sudah diterima dan langsung dicoba, hasilnya ok, trims ya...",barang sudah diterima dan langsung dicoba hasilnya ok trims ya,5,Positive
"Barang sudah sampai gan, langsung ane pakai buat mbenerin kursi",barang sudah sampai gan langsung ane pakai buat mbenerin kursi,5,Positive
murah banget.... barang OK.................,murah banget barang ok,5,Positive
"Warnanya bagus, bahannya juga empuk dan nyaman. Sarung tas nya berguna sekali. Thanks",warnanya bagus bahannya juga empuk dan nyaman sarung tas nya berguna sekali thanks,5,Positive
sip lahhhhhhhhhhhhhhhhhhhhhh,sip lahhhhhhhhhhhhhhhhhhhhhh,5,Positive
"Keren barangnya, mudah2an awet",keren barangnya mudah an awet,5,Positive
Terima kasih.....barang sudah Saya terima,terima kasih barang sudah saya terima,5,Positive
"Good looking watch, affordable price",good looking watch affordable price,5,Positive
Barang bekerja dengan baik,barang bekerja dengan baik,4,Positive
Barang nya sesuai kren respon cepat pengiriman baik,barang nya sesuai kren respon cepat pengiriman baik,5,Positive
brg udh smpe gan.. fast response n good quality ..,brg udh smpe gan fast response n good quality,5,Positive
"Produk oke, sesuai deskripsi",produk oke sesuai deskripsi,5,Positive
good product .  good packing. thx u,good product good packing thx u,5,Positive
"Response cepat, brgnya mantabs",response cepat brgnya mantabs,5,Positive
"Pembelian kedua, packing ok, pengiriman cepat. Barang sesuai deskripsi.",pembelian kedua packing ok pengiriman cepat barang sesuai deskripsi,4,Positive
Sesuai pesanan.thak ya gan,sesuai pesanan thak ya gan,5,Positive
"barang bagus,  pengiriman cepat",barang bagus pengiriman cepat,5,Positive
"Ya lumayanlah, layar bisa agak.gedean, jadi nampak lebih jelas",ya lumayanlah layar bisa agak gedean jadi nampak lebih jelas,5,Positive
"barang datang dengan selamat tanpa cacat, cuma ternyata untuk ukurannya (xl) lebih besar dari perkiraan, untuk hp huawei nova 3i masih sisa lumayan banyak",barang datang dengan selamat tanpa cacat cuma ternyata untuk ukurannya xl lebih besar dari perkiraan untuk hp huawei nova i masih sisa lumayan banyak,4,Positive
Mantap..... Suara lumayan sdh dicoba ok,mantap suara lumayan sdh dicoba ok,5,Positive
gooddddddddddddddddddddddddd,gooddddddddddddddddddddddddd,5,Positive
Bagus.... Awalnya kekecilan krn saya pesan berdasarkan nomor sepatu yg biasa saya pakai...ternyata krn model sepatu depannya mengecil dan ukurannya itu sptnya ukuran outsole jdnya kekecilan..untungnya masih bisa ditukar ...jdnya ga sia2 deh... Trims utk bata official store,bagus awalnya kekecilan krn saya pesan berdasarkan nomor sepatu yg biasa saya pakai ternyata krn model sepatu depannya mengecil dan ukurannya itu sptnya ukuran outsole jdnya kekecilan untungnya masih bisa ditukar jdnya ga sia deh trims utk bata official store,5,Positive
"Bagus, sesuai deskripsi Di penawaran,terima kasih",bagus sesuai deskripsi di penawaran terima kasih,5,Positive
Packing rapi cepat sampai responsif pokoknya ok,packing rapi cepat sampai responsif pokoknya ok,5,Positive
"barang bagus, pelayanan cepat juga.. selalu puas sama agan satu ini",barang bagus pelayanan cepat juga selalu puas sama agan satu ini,5,Positive
Servis cepat dan memuaskan,servis cepat dan memuaskan,5,Positive
Paketnya bagus dan rapi... barangnya bagus dan sesuai dgn pesanan.,paketnya bagus dan rapi barangnya bagus dan sesuai dgn pesanan,5,Positive
"Maaf, baru kasih ulasan. Sudah saya coba barangnya, mantap.",maaf baru kasih ulasan sudah saya coba barangnya mantap,5,Positive
"barang sesuai, seller ok.......",barang sesuai seller ok,5,Positive
Mantap sesuai pesanan.,mantap sesuai pesanan,5,Positive
Biar bintang berbicara,biar bintang berbicara,5,Positive
terimakasih barangnya sudah sampai...,terimakasih barangnya sudah sampai,4,Positive
"barang udah di tes dan berjalan mulus, packing rapi...",barang udah di tes dan berjalan mulus packing rapi,5,Positive
barang sudah sampai gan...,barang sudah sampai gan,4,Positive
Brng&#39;y sdh nymp..manstafh..,brng y sdh nymp manstafh,5,Positive
Terima kasih.................................,terima kasih,5,Positive
produk sesuai dengan deskripsi. pelayanan juga cepat. siiiiippppp.......,produk sesuai dengan deskripsi pelayanan juga cepat siiiiippppp,5,Positive
O.K mantap gan besok2 order lagi 👍,o k mantap gan besok order lagi,5,Positive
barang cepat sampai dan penjual jg fast respon,barang cepat sampai dan penjual jg fast respon,5,Positive
"bagus, fungsional, kokoh",bagus fungsional kokoh,5,Positive
Barang ok sesuai harapan tks,barang ok sesuai harapan tks,5,Positive
Makasih....... barang nya sesuai,makasih barang nya sesuai,5,Positive
tidak mengecewakan belanja disini,tidak mengecewakan belanja disini,4,Positive
Mantap trimakasih 🙏👍🙏,mantap trimakasih,5,Positive
barang sesuai dengan gambar dan spesifikasi,barang sesuai dengan gambar dan spesifikasi,5,Positive
Barang bagus.packing rapi..cm agak lama ngirimnya,barang bagus packing rapi cm agak lama ngirimnya,5,Positive
Rekomendedddddd buuuangeedddd...,rekomendedddddd buuuangeedddd,5,Positive
asli original check SN by web HP.. thanks boss..,asli original check sn by web hp thanks boss,5,Positive
Barang sudah diterima dan sesuai dengan deskripsi dan bekerja dengan baik. packaging rapih. terima kasih.,barang sudah diterima dan sesuai dengan deskripsi dan bekerja dengan baik packaging rapih terima kasih,5,Positive
Barang sesuai pesanan Dan memuaskan,barang sesuai pesanan dan memuaskan,5,Positive
"Bagus, lumayan lah dapet harga murah",bagus lumayan lah dapet harga murah,4,Positive
Produk sudah sampai...packing rapi,produk sudah sampai packing rapi,5,Positive
"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",baru nyoba merek ini ternyata bagus sukses jualannya,5,Positive
Murmer mantap puas!!!!,murmer mantap puas,5,Positive
"Goodnproduct
Good respons
Good joob
Fast shipping",goodnproduct good respons good joob fast shipping,5,Positive
"Barang sesuai pesanan, kondisi barang mulus dan packagingnya rapih. Recommended seller.",barang sesuai pesanan kondisi barang mulus dan packagingnya rapih recommended seller,5,Positive
mangsatb bro barnagnya,mangsatb bro barnagnya,5,Positive
FAST RESPOND.. BARANG BAGUSS.. RECOMENDED SELLER DAAH..,fast respond barang baguss recomended seller daah,4,Positive
"Barang sudah sampai. dikira yg dkirim merk m tech, tapi Gpp selama lancar it's OK
terimakasih",barang sudah sampai dikira yg dkirim merk m tech tapi gpp selama lancar it s ok terimakasih,4,Positive
barang sudah diterima....................,barang sudah diterima,4,Positive
"barang dah nyampek, kualitas oke",barang dah nyampek kualitas oke,5,Positive
Good product with good price,good product with good price,5,Positive
barang sudah ditrima dgn baik thankyou,barang sudah ditrima dgn baik thankyou,5,Positive
mantaap pak bos.. senang berbisnis ama si boss hehehehe,mantaap pak bos senang berbisnis ama si boss hehehehe,4,Positive
Produk sesuai pesanan. Kualitas baik. Respon penjual cepat,produk sesuai pesanan kualitas baik respon penjual cepat,5,Positive
paket rapi dan cepat pengirimannya,paket rapi dan cepat pengirimannya,5,Positive
"Pelayanan yg memuaskan , pengiriman sangat cepat, packing baik...",pelayanan yg memuaskan pengiriman sangat cepat packing baik,5,Positive
"produknya sesuai dengan diskripsi produk, mudah2 kualitasnya jg, terima kasih",produknya sesuai dengan diskripsi produk mudah kualitasnya jg terima kasih,5,Positive
"respon cepat dan tanggap, sukses selalu",respon cepat dan tanggap sukses selalu,5,Positive
Keren jam tangannya. Recommended banget deh,keren jam tangannya recommended banget deh,5,Positive
not bad .............................................,not bad,4,Positive
"pengiriman dan respon cepat, packing OK dan barang sesuai deskripsi",pengiriman dan respon cepat packing ok dan barang sesuai deskripsi,5,Positive
Mantap pengiriman cepat dan barang sesuai pesanan,mantap pengiriman cepat dan barang sesuai pesanan,5,Positive
Pesanan sampai dengan cepat dan recommended sekali. Baru pesan kemaren siang hari ini siang sudah sampai. Thx,pesanan sampai dengan cepat dan recommended sekali baru pesan kemaren siang hari ini siang sudah sampai thx,5,Positive
"nice product, tap  tap mantap",nice product tap tap mantap,5,Positive
barang berfungsi dengan baik. reccomended. terima kasih,barang berfungsi dengan baik reccomended terima kasih,5,Positive
Barangnya bagus dan bisa dipakai,barangnya bagus dan bisa dipakai,5,Positive
"sudah sampai di Palembang, thanks",sudah sampai di palembang thanks,5,Positive
barang sudah nyampe sesuai reguest,barang sudah nyampe sesuai reguest,5,Positive
"Barang sudah diterima, sesuai pesanan, makasih..",barang sudah diterima sesuai pesanan makasih,5,Positive
"pengiriman agak lama, padahal pakai go-send.",pengiriman agak lama padahal pakai go send,5,Positive
Mantep gan kualitas bagus sesuai pesanan,mantep gan kualitas bagus sesuai pesanan,5,Positive
barang sesuai orderan...good packaging.... thankss,barang sesuai orderan good packaging thankss,5,Positive
Barang sudah diterima dan sesuai harapan,barang sudah diterima dan sesuai harapan,5,Positive
"Fast respon,,barang oke,,terima kasih",fast respon barang oke terima kasih,5,Positive
Barangnya bagus pengiriman cepat,barangnya bagus pengiriman cepat,5,Positive
Barang sesuai fotonya..  Dan cepet jg pengirimannya..  Makasih,barang sesuai fotonya dan cepet jg pengirimannya makasih,4,Positive
Unit sdh diterima dengan baik dan mulus. Terimakasih untuk kerjasamanya.,unit sdh diterima dengan baik dan mulus terimakasih untuk kerjasamanya,5,Positive
"Bagus sesuai deskripsi, respon cepat, pengiriman cepat, terma kasih.",bagus sesuai deskripsi respon cepat pengiriman cepat terma kasih,5,Positive
"Sdh sy terima gan, brgny mulus tq",sdh sy terima gan brgny mulus tq,5,Positive
Terimakasih barang sudah di terima dengan baik,terimakasih barang sudah di terima dengan baik,5,Positive
Very fast delivery and item correct. thnks,very fast delivery and item correct thnks,5,Positive
barang oke dan sesuai pesanan.. semoga tidak ada masalah.. thank you,barang oke dan sesuai pesanan semoga tidak ada masalah thank you,5,Positive
"barang sudah diterima, tks ............. :)",barang sudah diterima tks,5,Positive
Mantaaaaaaaaaaaaaaaaaappp,mantaaaaaaaaaaaaaaaaaappp,5,Positive
"Mantuuuuuullllllll barangnya. Tapi apa 3mang warnanya agak ke kuningan ya, jd antara sol dengan bahan sepatunya beda banget putihnya.",mantuuuuuullllllll barangnya tapi apa mang warnanya agak ke kuningan ya jd antara sol dengan bahan sepatunya beda banget putihnya,5,Positive
Datang sesuai jadwal dan kualitas barang OK,datang sesuai jadwal dan kualitas barang ok,5,Positive
Okeyyyyyyyyyyyyyyyyy,okeyyyyyyyyyyyyyyyyy,5,Positive
salut sama toko ini! respon cepat,salut sama toko ini respon cepat,5,Positive
cepat and bagusssss bangetttt,cepat and bagusssss bangetttt,5,Positive
Barang sesuai dan berfungsi dengan baik,barang sesuai dan berfungsi dengan baik,5,Positive
"Sesuai dgn yg diiklankan. Simple, murah meriah!!!! Mantab",sesuai dgn yg diiklankan simple murah meriah mantab,5,Positive
bagus.....meski tibanya lama karna jne nya libur natal,bagus meski tibanya lama karna jne nya libur natal,5,Positive
bagus dan murah tapi ada jahitan yang terbuka di tempat nyimpan bola,bagus dan murah tapi ada jahitan yang terbuka di tempat nyimpan bola,4,Positive
"pelayanan+ jam nya bgus tdk ada cact,kurir ramah...suka semuanya",pelayanan jam nya bgus tdk ada cact kurir ramah suka semuanya,5,Positive
"Barng sudah sampai dengan aman, ini baru charge 30menit an kok puanas yo,opo gak overheat nantinya",barng sudah sampai dengan aman ini baru charge menit an kok puanas yo opo gak overheat nantinya,4,Positive
"Barang udh sampe, sesuai pesanan and semoga awet ya gan. Recommended seller",barang udh sampe sesuai pesanan and semoga awet ya gan recommended seller,4,Positive
Responnya sangat cepat dan terakomodir dengan baik kebutuhan kita.... MANTAP,responnya sangat cepat dan terakomodir dengan baik kebutuhan kita mantap,5,Positive
Respon pengiriman cepat,respon pengiriman cepat,5,Positive
Recommended seller..........,recommended seller,5,Positive
Barang bagus gan. Mantap. Ga salah beli saya. hehe,barang bagus gan mantap ga salah beli saya hehe,5,Positive
"Berfungsi baik ,terima kasih",berfungsi baik terima kasih,5,Positive
"barang sesuai, packing rapi",barang sesuai packing rapi,5,Positive
Terimakasih barang sdh kami terima dengan baik. Semoga awet.,terimakasih barang sdh kami terima dengan baik semoga awet,5,Positive
Thanks yaaaaaaaaaasaasaaaaaaaaa,thanks yaaaaaaaaaasaasaaaaaaaaa,5,Positive
"Bagus bagus. Saya suka
Youtube.com/aruhikaru",bagus bagus saya suka youtube com aruhikaru,5,Positive
"barang bagus, sesuai gambar. pengiriman cepat. nice",barang bagus sesuai gambar pengiriman cepat nice,5,Positive
sssiiiiiiiiiiiiiiiippppppppppppppppppp,sssiiiiiiiiiiiiiiiippppppppppppppppppp,5,Positive
"brang sesui pesanan
thanx gan
serponnya jg sangat baik",brang sesui pesanan thanx gan serponnya jg sangat baik,5,Positive
"barangnya bagus tapi sayank g sesuai sama judul, soalnya bukan mtech. tapi udah dicoba dan bagus, enak dipakenya",barangnya bagus tapi sayank g sesuai sama judul soalnya bukan mtech tapi udah dicoba dan bagus enak dipakenya,5,Positive
Barang sampai sesuai pesanan. Respon penjual lmyn cepat,barang sampai sesuai pesanan respon penjual lmyn cepat,4,Positive
Makasih gan......................,makasih gan,5,Positive
Sebenernya sih kualitas barang ok..kecepatan pengirimah ok banget..sayang seller kurang teliti..minta warna selain pink malah di kirim pink...di inbox bisa minta retur cm jawab tanya ke packingnya...sedikit kecewa,sebenernya sih kualitas barang ok kecepatan pengirimah ok banget sayang seller kurang teliti minta warna selain pink malah di kirim pink di inbox bisa minta retur cm jawab tanya ke packingnya sedikit kecewa,5,Positive
bagussssssssssssssssss,bagussssssssssssssssss,4,Positive
"respon cepat, kirim cepat, barang bagus. repeat order",respon cepat kirim cepat barang bagus repeat order,4,Positive
"sampai dengan baik, barangnya sesuai",sampai dengan baik barangnya sesuai,5,Positive
Keren..nyaman..berkualitas,keren nyaman berkualitas,5,Positive
Barang ok sesuai pesanan,barang ok sesuai pesanan,4,Positive
"Nyesel, kenapa ga dari dulu gua beli barang disini. Barang nya ok udah sebulan blum ada kendala. Pertahankan kerja baiknya gan..",nyesel kenapa ga dari dulu gua beli barang disini barang nya ok udah sebulan blum ada kendala pertahankan kerja baiknya gan,5,Positive
anti goresnya bener anti glare hanya beda merk aja dr gambar. sejauh ini its ok. thanks seller,anti goresnya bener anti glare hanya beda merk aja dr gambar sejauh ini its ok thanks seller,5,Positive
Fast Respon...Barang Sesuai... Pengiriman Cepat...Recommended,fast respon barang sesuai pengiriman cepat recommended,5,Positive
Pengiriman cepat respon pembili good,pengiriman cepat respon pembili good,5,Positive
"Barang sdh diterima dgn baik &amp; sesuai pesanan tapi belum di test baterainya,",barang sdh diterima dgn baik amp sesuai pesanan tapi belum di test baterainya,4,Positive
"Barang sudah sampai. Semoga awet, thanks Gan",barang sudah sampai semoga awet thanks gan,5,Positive
"Barang sesuai deskripsi &amp; pesanan, berfungsi baik &amp; normal..tq gan",barang sesuai deskripsi amp pesanan berfungsi baik amp normal tq gan,5,Positive
sesuai ekspektasi. tidak mengecewakan,sesuai ekspektasi tidak mengecewakan,4,Positive
"Barang bagus, cepat sampai, recommended!",barang bagus cepat sampai recommended,5,Positive
Barang bagus cepat datang dan sesuai ekspektasi,barang bagus cepat datang dan sesuai ekspektasi,5,Positive
"Pesanan sesuai, terimakasih atas pelayanannya",pesanan sesuai terimakasih atas pelayanannya,5,Positive
Barang sesuai pesanan dan paking sangat rapi jadi aman...,barang sesuai pesanan dan paking sangat rapi jadi aman,5,Positive
Ukuran dan warna sesuai dengan deskripsi produk yang dijual,ukuran dan warna sesuai dengan deskripsi produk yang dijual,5,Positive
"Barang sudah terima, sesuai dengan gambar, packing rapi, recomended seller",barang sudah terima sesuai dengan gambar packing rapi recomended seller,5,Positive
"Selalu puas belanja di sini. Yang berminat beli wallpaper dinding, yuk kunjungi IMPORTIR WALLPAPER JKT. Harganya murah. 👍",selalu puas belanja di sini yang berminat beli wallpaper dinding yuk kunjungi importir wallpaper jkt harganya murah,5,Positive
Bagus. Recommended seller👌👍👏😍🙏,bagus recommended seller,5,Positive
"Walaupun telat memberi ulasan tapi barang Good, pengiriman cepat, respon baik..",walaupun telat memberi ulasan tapi barang good pengiriman cepat respon baik,5,Positive
"packing OK, kualitas OK. yg ini mantab lah",packing ok kualitas ok yg ini mantab lah,5,Positive
Keren buat pakai sehari2,keren buat pakai sehari,5,Positive
"Saya pelanggan yg puas,dan sellernya fast response dan sabar :)
Terimakasih",saya pelanggan yg puas dan sellernya fast response dan sabar terimakasih,5,Positive
Packing rapih bgt...barang cepat sampai...sudah ditest and work well...nice....👍,packing rapih bgt barang cepat sampai sudah ditest and work well nice,5,Positive
"Ini sepatu kedua aku, dan seperti pembelian sebelumnya aku puas banget!

Sebelumnya aku beli yang warna pink dan waktu dipake jalan ke mall banyak mata yang ngeliatin sepatu aku wkwkwkwk..
Jadinya beli lagi yang hitam dan memang juga bagus banget 😍",ini sepatu kedua aku dan seperti pembelian sebelumnya aku puas banget sebelumnya aku beli yang warna pink dan waktu dipake jalan ke mall banyak mata yang ngeliatin sepatu aku wkwkwkwk jadinya beli lagi yang hitam dan memang juga bagus banget,5,Positive
"quality ok, tp motifnya baby boy. pdhl request baby girl..😅",quality ok tp motifnya baby boy pdhl request baby girl,5,Positive
Terimakasih barang sudah diterima dengan baik...,terimakasih barang sudah diterima dengan baik,5,Positive
"Alhamdulillah,barang sangat bagus",alhamdulillah barang sangat bagus,5,Positive
mantab dan seauai gan barangnya tapi sayangnya bantalan dalam sepatunya kok lebih kecil ya itu aj sih,mantab dan seauai gan barangnya tapi sayangnya bantalan dalam sepatunya kok lebih kecil ya itu aj sih,5,Positive
"penjual response cepat, barang sesuai.. mantap",penjual response cepat barang sesuai mantap,5,Positive
Sudah diterima... aman ...,sudah diterima aman,5,Positive
"Thanks gan barangnya sdh sampai,..",thanks gan barangnya sdh sampai,5,Positive
"cepet sampe barangnya.. mudah2an awet, thanks seller",cepet sampe barangnya mudah an awet thanks seller,5,Positive
Produk asli udh pasti ciaamik,produk asli udh pasti ciaamik,5,Positive
"barang ok, pengiriman cepat",barang ok pengiriman cepat,4,Positive
Barang bagus sesuai perkiraan.,barang bagus sesuai perkiraan,5,Positive
"good , and recommended seller",good and recommended seller,5,Positive
"Barang sudah sampai, sukses selalu",barang sudah sampai sukses selalu,5,Positive
"Barang cepet nyampee bang, seep",barang cepet nyampee bang seep,5,Positive
"Pelayanan cepat,.siang order malamnya langsung sampai barangnya,..sayangnya ga ada bonus atau promo,..",pelayanan cepat siang order malamnya langsung sampai barangnya sayangnya ga ada bonus atau promo,5,Positive
seriusan ada Tulisan AMP mantep... tinggal cramoing,seriusan ada tulisan amp mantep tinggal cramoing,5,Positive
"Barang sudah sampai dan produk bekerja dengan baik Thanks, smoga sukses gan",barang sudah sampai dan produk bekerja dengan baik thanks smoga sukses gan,5,Positive
"barang cocok, kualitas lumayan, trims",barang cocok kualitas lumayan trims,5,Positive
bagus imut bngat anakku suka,bagus imut bngat anakku suka,5,Positive
"Great seller !! Barang sesuai deskripsi, garansi TaM !! Mantap!!",great seller barang sesuai deskripsi garansi tam mantap,5,Positive
"Penjual ramah, barang cepat sampai",penjual ramah barang cepat sampai,4,Positive
