text,text_clean,rating,sentiment,is_augmented
sepatunya luuucuuu...bagus..makasih...,sepatunya luuucuuu bagus makasih,5,Positive,True
sepatunya sepatunya luuucuuu...bagus..makasih...,sepatunya sepatunya luuucuuu bagus makasih,5,Positive,True
"pengiriman cepat, barang bagus. makasih gan",pengiriman cepat barang bagus makasih gan,5,Positive,True
"pengiriman cepat, barang barang bagus. makasih gan",pengiriman cepat barang barang bagus makasih gan,5,Positive,True
Ukuran dan warna cocok dengan foto.,ukuran dan warna cocok dengan foto,5,Positive,True
Ukuran Ukuran dan warna sesuai dengan foto.,ukuran ukuran dan warna sesuai dengan foto,5,Positive,True
Keren gan terimakasih bnyk...barangnya cocok sekali...cepet bgt tiba nya..sukses y gan,keren gan terimakasih bnyk barangnya cocok sekali cepet bgt tiba nya sukses y gan,5,Positive,True
Keren sampai gan terimakasih bnyk...barangnya sesuai sekali...cepet bgt sampai nya..sukses y gan,keren sampai gan terimakasih bnyk barangnya sesuai sekali cepet bgt sampai nya sukses y gan,5,Positive,True
Merk beda tapi gpp yg penting ukrn sama,merk beda tapi gpp yg penting ukrn sama,4,Positive,True
ukrn Merk beda tapi gpp yg penting ukrn sama,ukrn merk beda tapi gpp yg penting ukrn sama,4,Positive,True
item Cepet sampai...thanks,item cepet sampai thanks,5,Positive,True
barang sampai...thanks Cepet sampai...thanks,barang sampai thanks cepet sampai thanks,5,Positive,True
Barabg sdh di coba bagus.pengiriman dan fast respon yg baik,barabg sdh di coba bagus pengiriman dan fast respon yg baik,5,Positive,True
Barabg sdh di dan fast respon yg di baik,barabg sdh di dan fast respon yg di baik,5,Positive,True
Jam tangan nya mantappppp,jam tangan nya mantappppp,5,Positive,True
Jam tangan nya nya mantappppp,jam tangan nya nya mantappppp,5,Positive,True
Biarkan bintang yg berbicara,biarkan bintang yg berbicara,5,Positive,True
Biarkan bintang yg berbicara berbicara,biarkan bintang yg berbicara berbicara,5,Positive,True
Respon gesit dan quality produk good. Makasih,respon gesit dan quality produk good makasih,5,Positive,True
Respon quality cepat dan quality produk good. Makasih,respon quality cepat dan quality produk good makasih,5,Positive,True
Terima kasih................. mantaaf,terima kasih mantaaf,4,Positive,True
Terima mantaaf kasih................. mantaaf,terima mantaaf kasih mantaaf,4,Positive,True
"barang sesuai,pengiriman segera",barang sesuai pengiriman segera,5,Positive,True
"sesuai,pengiriman barang sesuai,pengiriman cepat",sesuai pengiriman barang sesuai pengiriman cepat,5,Positive,True
Kualitas barang bagus.,kualitas barang bagus,5,Positive,True
Kualitas barang bagus. Kualitas,kualitas barang bagus kualitas,5,Positive,True
"Bola asik, cepet sampe juga",bola asik cepet sampe juga,5,Positive,True
"cepet Bola asik, cepet",cepet bola asik cepet,5,Positive,True
Barang baik harga jg ok tks,barang baik harga jg ok tks,5,Positive,True
Barang bagus harga jg ok ok tks,barang bagus harga jg ok ok tks,5,Positive,True
Terimakasih barang gesit dan cocok pesanan,terimakasih barang gesit dan cocok pesanan,5,Positive,True
Terimakasih cepat dan dan sesuai pesanan,terimakasih cepat dan dan sesuai pesanan,5,Positive,True
produk berkualitas.. beli pas lg flash sale.. jd harganya worth it laahh.. hehe,produk berkualitas beli pas lg flash sale jd harganya worth it laahh hehe,5,Positive,True
produk berkualitas.. beli pas jd lg flash sale.. jd worth it hehe,produk berkualitas beli pas jd lg flash sale jd worth it hehe,5,Positive,True
Berfungsi dengan baik. Semoga awet,berfungsi dengan baik semoga awet,5,Positive,True
Berfungsi Semoga Semoga,berfungsi semoga semoga,5,Positive,True
"Terima kasih atas pelayanan nya, saya sangat puas setiap belanja ditoko ini. Sukses selalu, semoga makin laris...",terima kasih atas pelayanan nya saya sangat puas setiap belanja ditoko ini sukses selalu semoga makin laris,5,Positive,True
"Terima kasih atas pelayanan nya, saya sangat puas setiap belanja semoga ditoko ini. Sukses selalu, semoga",terima kasih atas pelayanan nya saya sangat puas setiap belanja semoga ditoko ini sukses selalu semoga,5,Positive,True
Keren cuma pengiriman pakai wahana lama saja,keren cuma pengiriman pakai wahana lama saja,5,Positive,True
Keren cuma pakai pengiriman pakai wahana lama saja,keren cuma pakai pengiriman pakai wahana lama saja,5,Positive,True
done ya gan......................................,done ya gan,5,Positive,True
gan...................................... done gan......................................,gan done gan,5,Positive,True
barangnya pas banget makasih gan,barangnya pas banget makasih gan,5,Positive,True
barangnya sesuai banget makasih banget gan,barangnya sesuai banget makasih banget gan,5,Positive,True
"Sesuai pesanan, dan pengiriman cepat. Seller nya jyga ramah.",sesuai pesanan dan pengiriman cepat seller nya jyga ramah,5,Positive,True
"Sesuai pesanan, dan pengiriman cepat. Seller nya jyga ramah. Seller",sesuai pesanan dan pengiriman cepat seller nya jyga ramah seller,5,Positive,True
Semoga tahan lama nih tenda f9,semoga tahan lama nih tenda f,4,Positive,True
Semoga tahan f9 lama nih tenda f9,semoga tahan f lama nih tenda f,4,Positive,True
Tidak mengecewakan... 👍🏻👍🏻👍🏻👍🏻,tidak mengecewakan,5,Positive,True
Tidak mengecewakan... mengecewakan... 👍🏻👍🏻👍🏻👍🏻,tidak mengecewakan mengecewakan,5,Positive,True
Barang ok mulus mantap top dekk cepet nyampe lagi,barang ok mulus mantap top dekk cepet nyampe lagi,5,Positive,True
Barang ok bagus dekk cepet nyampe nyampe,barang ok bagus dekk cepet nyampe nyampe,5,Positive,True
paket sudah diterima ..................... ........................,paket sudah diterima,5,Positive,True
sudah diterima ..................... ........................ ........................,sudah diterima,5,Positive,True
thx gan brg dah sampe niii......,thx gan brg dah sampe niii,4,Positive,True
thx gan brg dah sampe gan niii......,thx gan brg dah sampe gan niii,4,Positive,True
"Barang sudah saya terima, thanks",barang sudah saya terima thanks,5,Positive,True
"Barang sudah saya terima, thanks Barang",barang sudah saya terima thanks barang,5,Positive,True
Test ok jalan... Pengiriman gesit cuma kena sabtu minggu jadi baru bisa test hari ini...,test ok jalan pengiriman gesit cuma kena sabtu minggu jadi baru bisa test hari ini,4,Positive,True
Test ok jalan... Pengiriman cepat cuma Pengiriman kena sabtu minggu jadi baru bisa test hari ini...,test ok jalan pengiriman cepat cuma pengiriman kena sabtu minggu jadi baru bisa test hari ini,4,Positive,True
Barang sudah datang... Barang Bagus... Sukses trus...,barang sudah datang barang bagus sukses trus,5,Positive,True
Barang sudah datang... Barang Sukses Bagus... Sukses trus...,barang sudah datang barang sukses bagus sukses trus,5,Positive,True
"Sip, meskipun tidak matching harapan,,",sip meskipun tidak matching harapan,4,Positive,True
"Sip, tidak sesuai harapan,, harapan,,",sip tidak sesuai harapan harapan,4,Positive,True
barangnya sudah sampai. bubble wrapnya tebal aman dah paketnya :D,barangnya sudah sampai bubble wrapnya tebal aman dah paketnya d,5,Positive,True
barangnya sampai. bubble wrapnya tebal paketnya aman dah paketnya :D,barangnya sampai bubble wrapnya tebal paketnya aman dah paketnya d,5,Positive,True
analog sudah keras. overall oke,analog sudah keras overall oke,4,Positive,True
oke analog sudah overall oke,oke analog sudah overall oke,4,Positive,True
Tiba dgn selamat trims yaa,tiba dgn selamat trims yaa,5,Positive,True
Tiba dgn selamat trims selamat yaa,tiba dgn selamat trims selamat yaa,5,Positive,True
"Barang sudah diterima dgn rapi,,tp blm dicoba,,smoga awet",barang sudah diterima dgn rapi tp blm dicoba smoga awet,5,Positive,True
"diterima Barang sudah diterima rapi,,tp blm dicoba,,smoga awet",diterima barang sudah diterima rapi tp blm dicoba smoga awet,5,Positive,True
Respon kilat dan seauai gambar. Trims,respon kilat dan seauai gambar trims,5,Positive,True
Respon cepat dan dan seauai gambar.,respon cepat dan dan seauai gambar,5,Positive,True
thanks barang udah diterima dengan kondisi baik,thanks barang udah diterima dengan kondisi baik,5,Positive,True
thanks udah dengan diterima dengan kondisi,thanks udah dengan diterima dengan kondisi,5,Positive,True
"Sdh repeat order berkali2 , mantul asli",sdh repeat order berkali mantul asli,5,Positive,True
Sdh repeat order berkali2 mantul order,sdh repeat order berkali mantul order,5,Positive,True
Lihat bintangnya aja dahhhhh,lihat bintangnya aja dahhhhh,5,Positive,True
bintangnya aja bintangnya dahhhhh,bintangnya aja bintangnya dahhhhh,5,Positive,True
"Barang mendarat terima tujuan gan, packing rapi, produk juga mulus, top deh!",barang mendarat terima tujuan gan packing rapi produk juga mulus top deh,5,Positive,True
"Barang mendarat sampai tujuan gan, juga packing juga mulus, top",barang mendarat sampai tujuan gan juga packing juga mulus top,5,Positive,True
Biarkan bintang yang berbicara,biarkan bintang yang berbicara,5,Positive,True
Biarkan bintang yang bintang,biarkan bintang yang bintang,5,Positive,True
Cepat datang item nya terima kasih gan,cepat datang item nya terima kasih gan,5,Positive,True
Cepat sampai sampai barang nya terima kasih gan,cepat sampai sampai barang nya terima kasih gan,5,Positive,True
Harga murah dan pengirimannya kilat,harga murah dan pengirimannya kilat,5,Positive,True
dan pengirimannya cepat cepat,dan pengirimannya cepat cepat,5,Positive,True
"belum digunakan, moga berfungsi dgn baik. respon penjual cepat. thanks..",belum digunakan moga berfungsi dgn baik respon penjual cepat thanks,4,Positive,True
"belum digunakan, moga berfungsi dgn baik. baik. cepat. thanks..",belum digunakan moga berfungsi dgn baik baik cepat thanks,4,Positive,True
"Recommended seller, pertahankan...",recommended seller pertahankan,5,Positive,True
"Recommended seller, pertahankan... Recommended",recommended seller pertahankan recommended,5,Positive,True
Barang oke dan packing rapi,barang oke dan packing rapi,5,Positive,True
bagus dan packing bagus rapi,bagus dan packing bagus rapi,5,Positive,True
goooooooooooooooooooooooooooooooooooooooood,goooooooooooooooooooooooooooooooooooooooood,5,Positive,True
goooooooooooooooooooooooooooooooooooooooood,goooooooooooooooooooooooooooooooooooooooood,5,Positive,True
keren nihhhhh.............,keren nihhhhh,4,Positive,True
keren nihhhhh............. nihhhhh.............,keren nihhhhh nihhhhh,4,Positive,True
thanks u ka ............. sukaaaaaaaaaaaaaaa banget deh,thanks u ka sukaaaaaaaaaaaaaaa banget deh,5,Positive,True
u thanks u ka ............. sukaaaaaaaaaaaaaaa banget deh,u thanks u ka sukaaaaaaaaaaaaaaa banget deh,5,Positive,True
fast respont&sesuai dengan pesanan,fast respont sesuai dengan pesanan,4,Positive,True
fast pesanan pesanan,fast pesanan pesanan,4,Positive,True
sudah terima ya headband nya sukaaak,sudah terima ya headband nya sukaaak,4,Positive,True
sudah terima ya headband nya sukaaak sudah,sudah terima ya headband nya sukaaak sudah,4,Positive,True
Tetap seperti biasa Recomended bgt deh......!!!,tetap seperti biasa recomended bgt deh,5,Positive,True
seperti Tetap seperti biasa Recomended bgt deh......!!!,seperti tetap seperti biasa recomended bgt deh,5,Positive,True
Mantap... Keren... Josss !!,mantap keren josss,5,Positive,True
Mantap... Keren... Josss !! Mantap...,mantap keren josss mantap,5,Positive,True
"Tasnya oke bgt, bahannya bagus dan terima tepat waktu. Makasi cs dan team yg sigap proses order, barangnya jd bisa saya bawa buat mudik.",tasnya oke bgt bahannya bagus dan terima tepat waktu makasi cs dan team yg sigap proses order barangnya jd bisa saya bawa buat mudik,5,Positive,True
"Tasnya bahannya bagus bisa dan sampai tepat waktu. Makasi cs dan team yg sigap proses order, barangnya jd bisa saya bawa buat mudik.",tasnya bahannya bagus bisa dan sampai tepat waktu makasi cs dan team yg sigap proses order barangnya jd bisa saya bawa buat mudik,5,Positive,True
"Terimakasih, produk sudah diterima dg baik..",terimakasih produk sudah diterima dg baik,5,Positive,True
barang sudah dg dg baik..,barang sudah dg dg baik,5,Positive,True
"barang sampe, ukuran pas mungkin respon seller nya aga lama. tapi senang sama produk nya",barang sampe ukuran pas mungkin respon seller nya aga lama tapi senang sama produk nya,5,Positive,True
"barang sampe, ukuran mungkin seller nya aga mungkin lama. tapi puas sama barang nya",barang sampe ukuran mungkin seller nya aga mungkin lama tapi puas sama barang nya,5,Positive,True
sepatunya okeh..nyaman dipake..karet belakangnya kurang baik yaa..biasa karet bgtu cpt kendor..,sepatunya okeh nyaman dipake karet belakangnya kurang baik yaa biasa karet bgtu cpt kendor,5,Positive,True
sepatunya okeh..nyaman dipake..karet belakangnya kurang bagus yaa..biasa karet bgtu bgtu cpt kendor..,sepatunya okeh nyaman dipake karet belakangnya kurang bagus yaa biasa karet bgtu bgtu cpt kendor,5,Positive,True
lumayan lah buat harga segitu dpt barang baik :) thanks,lumayan lah buat harga segitu dpt barang baik thanks,4,Positive,True
lumayan lah buat harga segitu dpt barang bagus :) lumayan thanks,lumayan lah buat harga segitu dpt barang bagus lumayan thanks,4,Positive,True
"Murah, berfungsi dgn baik. Semoga awet terima lamaaaa. Recomended to save your budget.",murah berfungsi dgn baik semoga awet terima lamaaaa recomended to save your budget,5,Positive,True
"Murah, berfungsi dgn Semoga lamaaaa. sampai lamaaaa. Recomended to budget.",murah berfungsi dgn semoga lamaaaa sampai lamaaaa recomended to budget,5,Positive,True
Makasih gan.................,makasih gan,5,Positive,True
Makasih Makasih gan.................,makasih makasih gan,5,Positive,True
Barang matching pesanan....,barang matching pesanan,5,Positive,True
sesuai sesuai pesanan....,sesuai sesuai pesanan,5,Positive,True
"Produknya bekerja dengan baik, dipaketkan dengan rapih tanpa cacat. Pengiriman cepat, pelayanan juga fast respon.",produknya bekerja dengan baik dipaketkan dengan rapih tanpa cacat pengiriman cepat pelayanan juga fast respon,5,Positive,True
"dengan Produknya bekerja dengan baik, dengan rapih tanpa cacat. Pengiriman juga fast respon.",dengan produknya bekerja dengan baik dengan rapih tanpa cacat pengiriman juga fast respon,5,Positive,True
Terimakasih produk diterima dengan baik,terimakasih produk diterima dengan baik,4,Positive,True
Terimakasih barang diterima dengan dengan baik,terimakasih barang diterima dengan dengan baik,4,Positive,True
Mantap... Stik nya lumayan enak,mantap stik nya lumayan enak,5,Positive,True
Stik Mantap... Stik nya lumayan enak,stik mantap stik nya lumayan enak,5,Positive,True
Mantab. Produk juga dapat berfungsi dengan baik saat digunakan indoor ataupun outdoor. Penjual sangat segera menjawab pertanyaan saya selama proses transaksi. Saya senang berbelanja di toko ini.,mantab produk juga dapat berfungsi dengan baik saat digunakan indoor ataupun outdoor penjual sangat segera menjawab pertanyaan saya selama proses transaksi saya senang berbelanja di toko ini,5,Positive,True
Mantab. Produk juga dapat berfungsi dengan baik saat berfungsi digunakan indoor ataupun outdoor. Penjual sangat cepat pertanyaan saya selama proses transaksi. berbelanja di toko ini.,mantab produk juga dapat berfungsi dengan baik saat berfungsi digunakan indoor ataupun outdoor penjual sangat cepat pertanyaan saya selama proses transaksi berbelanja di toko ini,5,Positive,True
penjual ramah dan responsif.. Barang pas deskripsi,penjual ramah dan responsif barang pas deskripsi,5,Positive,True
penjual ramah dan responsif.. sesuai deskripsi deskripsi,penjual ramah dan responsif sesuai deskripsi deskripsi,5,Positive,True
Sesuai dengan pesanan thx,sesuai dengan pesanan thx,5,Positive,True
Sesuai Sesuai dengan pesanan thx,sesuai sesuai dengan pesanan thx,5,Positive,True
"Barang bagus, kualitas melebihi ekspektasi, gampang dipasang tapi kokoh. mantep pokoknya",barang bagus kualitas melebihi ekspektasi gampang dipasang tapi kokoh mantep pokoknya,5,Positive,True
"Barang bagus, kualitas melebihi ekspektasi, gampang dipasang dipasang tapi kokoh. mantep pokoknya",barang bagus kualitas melebihi ekspektasi gampang dipasang dipasang tapi kokoh mantep pokoknya,5,Positive,True
Barang cocok dengan pesanan,barang cocok dengan pesanan,5,Positive,True
Barang dengan dengan pesanan,barang dengan dengan pesanan,5,Positive,True
"produk sudah diterima dan berfungsi dengan baik, sayangnya penutup baterai tidak ada",produk sudah diterima dan berfungsi dengan baik sayangnya penutup baterai tidak ada,4,Positive,True
"barang diterima dan baterai berfungsi dengan baik, sayangnya penutup baterai tidak ada",barang diterima dan baterai berfungsi dengan baik sayangnya penutup baterai tidak ada,4,Positive,True
"Pengiriman cepat, barang cocok dengan gambar",pengiriman cepat barang cocok dengan gambar,5,Positive,True
"Pengiriman cepat, cepat, barang sesuai dengan gambar",pengiriman cepat cepat barang sesuai dengan gambar,5,Positive,True
penjual nya fast respon...kualitas produk lumayan..blom nyoba dipake...tutup batrenya keras...lobang cash jg rada seret...maklum lah madein india...btw..sesuailah dgn harga...semoga awet dan sukses selalu semuanya,penjual nya fast respon kualitas produk lumayan blom nyoba dipake tutup batrenya keras lobang cash jg rada seret maklum lah madein india btw sesuailah dgn harga semoga awet dan sukses selalu semuanya,5,Positive,True
penjual fast respon...kualitas barang lumayan..blom dipake...tutup batrenya cash keras...lobang cash rada seret...maklum lah madein india...btw..sesuailah dgn harga...semoga awet dan sukses selalu semuanya,penjual fast respon kualitas barang lumayan blom dipake tutup batrenya cash keras lobang cash rada seret maklum lah madein india btw sesuailah dgn harga semoga awet dan sukses selalu semuanya,5,Positive,True
mantap semoga lancar ya,mantap semoga lancar ya,4,Positive,True
ya mantap semoga ya,ya mantap semoga ya,4,Positive,True
Goooooooooooooooooooooood,goooooooooooooooooooooood,5,Positive,True
Goooooooooooooooooooooood,goooooooooooooooooooooood,5,Positive,True
mantap...............................,mantap,4,Positive,True
mantap...............................,mantap,4,Positive,True
"ternyata bukan mekanikal,sistem tombolnya kayak layar sentuh...mantappp",ternyata bukan mekanikal sistem tombolnya kayak layar sentuh mantappp,5,Positive,True
"ternyata bukan mekanikal,sistem tombolnya tombolnya kayak sentuh...mantappp",ternyata bukan mekanikal sistem tombolnya tombolnya kayak sentuh mantappp,5,Positive,True
"Berfungsi dengan sangat baik, getar oke. Recommended!",berfungsi dengan sangat baik getar oke recommended,5,Positive,True
"Berfungsi dengan sangat baik, Berfungsi getar oke. Recommended!",berfungsi dengan sangat baik berfungsi getar oke recommended,5,Positive,True
"produk diterima dengan kondisi baik, blm sempet test",produk diterima dengan kondisi baik blm sempet test,5,Positive,True
"barang diterima sempet dengan baik, blm sempet test",barang diterima sempet dengan baik blm sempet test,5,Positive,True
"Responsif, barang segera datang",responsif barang segera datang,5,Positive,True
"Responsif, barang cepat cepat sampai",responsif barang cepat cepat sampai,5,Positive,True
Barang bagus. Pengiriman gesit,barang bagus pengiriman gesit,5,Positive,True
Pengiriman Barang bagus. Pengiriman cepat,pengiriman barang bagus pengiriman cepat,5,Positive,True
"mungkin dr tiki nya kali ya, lama ngirim nya",mungkin dr tiki nya kali ya lama ngirim nya,4,Positive,True
"mungkin dr nya kali ya, ya, lambat ngirim nya",mungkin dr nya kali ya ya lambat ngirim nya,4,Positive,True
Jazakalloh yah gan item nya bgs,jazakalloh yah gan item nya bgs,5,Positive,True
Jazakalloh yah gan gan barang bgs,jazakalloh yah gan gan barang bgs,5,Positive,True
Ternyata layarnya jg plastik 😁 lumayanlah buat anak² jd agak jauh kalo nnt di hp,ternyata layarnya jg plastik lumayanlah buat anak jd agak jauh kalo nnt di hp,5,Positive,True
Ternyata layarnya jg plastik 😁 lumayanlah buat agak jauh kalo nnt di nnt hp,ternyata layarnya jg plastik lumayanlah buat agak jauh kalo nnt di nnt hp,5,Positive,True
"Ok bos item sudah saya terima, tapi blm saya coba, makasih",ok bos item sudah saya terima tapi blm saya coba makasih,5,Positive,True
"Ok bos sudah tapi blm sudah saya coba, makasih",ok bos sudah tapi blm sudah saya coba makasih,5,Positive,True
Bagus. Product berfungsi dengan baik.,bagus product berfungsi dengan baik,5,Positive,True
Product Bagus. Product berfungsi dengan baik.,product bagus product berfungsi dengan baik,5,Positive,True
Sesuai pesanan.packing rapi.trims,sesuai pesanan packing rapi trims,5,Positive,True
Sesuai pesanan.packing pesanan.packing rapi.trims,sesuai pesanan packing pesanan packing rapi trims,5,Positive,True
Produk asli..berfungsi baik..harga murah. Seller kilat packing aman pake gojek. Bisa jadi langganan nih...makasih byk,produk asli berfungsi baik harga murah seller kilat packing aman pake gojek bisa jadi langganan nih makasih byk,5,Positive,True
Produk asli..berfungsi baik..harga Seller gojek. cepat packing aman pake gojek. Bisa langganan nih...makasih byk,produk asli berfungsi baik harga seller gojek cepat packing aman pake gojek bisa langganan nih makasih byk,5,Positive,True
"Packing rapat bagus,, produk sdh ditest berfungsi dengan baik",packing rapat bagus produk sdh ditest berfungsi dengan baik,5,Positive,True
Packing rapat barang sdh ditest ditest berfungsi baik,packing rapat barang sdh ditest ditest berfungsi baik,5,Positive,True
"Ukuran cocok dengan foto, produk bekerja dengan baik,sy senang",ukuran cocok dengan foto produk bekerja dengan baik sy senang,5,Positive,True
"Ukuran sesuai dengan foto, produk senang dengan baik,sy senang",ukuran sesuai dengan foto produk senang dengan baik sy senang,5,Positive,True
"terimakasih item sdh datang dan sdh kami terima dg baik, sukses sll gan",terimakasih item sdh datang dan sdh kami terima dg baik sukses sll gan,4,Positive,True
"terimakasih barang sdh sampai gan dan sdh kami terima dg baik, sukses sll gan",terimakasih barang sdh sampai gan dan sdh kami terima dg baik sukses sll gan,4,Positive,True
"Terimakasih,,barang real pas pict",terimakasih barang real pas pict,4,Positive,True
"Terimakasih,,barang real sesuai pict sesuai",terimakasih barang real sesuai pict sesuai,4,Positive,True
item cocok dengan pesanan,item cocok dengan pesanan,5,Positive,True
barang dengan sesuai dengan,barang dengan sesuai dengan,5,Positive,True
"kualitas oke, respon kilat",kualitas oke respon kilat,5,Positive,True
"kualitas kualitas oke, respon cepat",kualitas kualitas oke respon cepat,5,Positive,True
blum d coba moga berfungsi dg baik. terimakasih........,blum d coba moga berfungsi dg baik terimakasih,4,Positive,True
blum d coba moga baik. berfungsi baik. terimakasih........,blum d coba moga baik berfungsi baik terimakasih,4,Positive,True
Packing Baik. Barang Sesuai Pesanan,packing baik barang sesuai pesanan,5,Positive,True
Packing Baik. Packing Barang Pesanan,packing baik packing barang pesanan,5,Positive,True
produk pas dengan yg di iklan oke banget tapi bingung masangnya gimana ya😁,produk pas dengan yg di iklan oke banget tapi bingung masangnya gimana ya,4,Positive,True
produk sesuai dengan di di iklan bagus banget tapi bingung masangnya gimana ya😁,produk sesuai dengan di di iklan bagus banget tapi bingung masangnya gimana ya,4,Positive,True
"Barangnya matching deskripsi.... kecepatan pengirimannya juga oke,makasih ya!",barangnya matching deskripsi kecepatan pengirimannya juga oke makasih ya,5,Positive,True
"juga Barangnya sesuai deskripsi.... kecepatan pengirimannya juga oke,makasih ya!",juga barangnya sesuai deskripsi kecepatan pengirimannya juga oke makasih ya,5,Positive,True
Hair Clipnya mantap banget..kuat. Cocok sma bayi saya. makasih,hair clipnya mantap banget kuat cocok sma bayi saya makasih,5,Positive,True
Hair Clipnya banget..kuat. sma bayi sma saya. makasih,hair clipnya banget kuat sma bayi sma saya makasih,5,Positive,True
Barang sdh diterima thank,barang sdh diterima thank,5,Positive,True
Barang sdh diterima thank Barang,barang sdh diterima thank barang,5,Positive,True
"Barang sdh saya terima,terima kasih",barang sdh saya terima terima kasih,5,Positive,True
"sdh sdh saya terima,terima kasih",sdh sdh saya terima terima kasih,5,Positive,True
"Fast respon, good packing and barang mantap",fast respon good packing and barang mantap,4,Positive,True
"Fast respon, packing good packing barang mantap",fast respon packing good packing barang mantap,4,Positive,True
Sangat cepat..... Sepatunya cakeeepp bingits.... Sayangnya sempit....,sangat cepat sepatunya cakeeepp bingits sayangnya sempit,5,Positive,True
Sangat cepat..... Sepatunya cakeeepp bingits.... Sayangnya cakeeepp sempit....,sangat cepat sepatunya cakeeepp bingits sayangnya cakeeepp sempit,5,Positive,True
"Barang nyampai, mantap sdh di pakai pengiriman kilat terimakasih",barang nyampai mantap sdh di pakai pengiriman kilat terimakasih,5,Positive,True
"Barang nyampai, bagus cepat sdh di pakai pengiriman cepat terimakasih",barang nyampai bagus cepat sdh di pakai pengiriman cepat terimakasih,5,Positive,True
Respon gesit banget.. Barang pesan kemarin langsung nymp hari ini. Packing rapi & pas pesanan.. Terima kasih.,respon gesit banget barang pesan kemarin langsung nymp hari ini packing rapi pas pesanan terima kasih,5,Positive,True
banget.. Barang pesan kemarin langsung nymp pesan hari ini. Packing rapi & sesuai pesanan.. Terima kasih.,banget barang pesan kemarin langsung nymp pesan hari ini packing rapi sesuai pesanan terima kasih,5,Positive,True
bola kualitas baik dan asli kemasannya juga sangat baik,bola kualitas baik dan asli kemasannya juga sangat baik,4,Positive,True
bola kualitas bagus dan kemasannya kemasannya juga sangat baik,bola kualitas bagus dan kemasannya kemasannya juga sangat baik,4,Positive,True
"Cepat banget prosesnya baru 10 menit dibayar tau-tau sudah smp aja pesanannya,,,, terimakasih SJcom",cepat banget prosesnya baru menit dibayar tau tau sudah smp aja pesanannya terimakasih sjcom,5,Positive,True
"Cepat banget prosesnya baru 10 sudah menit dibayar tau-tau sudah smp aja pesanannya,,,, terimakasih SJcom",cepat banget prosesnya baru sudah menit dibayar tau tau sudah smp aja pesanannya terimakasih sjcom,5,Positive,True
............................................................,,5,Positive,True
............................................................,,5,Positive,True
"Barang segera SAMPAI dan sesuai, RECOMMENDED SELLER 👌🏻 👍🏻 👌🏻 👍🏻",barang segera sampai dan sesuai recommended seller,5,Positive,True
"Barang cepat SAMPAI dan sesuai, RECOMMENDED 👌🏻 👍🏻 👍🏻 👌🏻",barang cepat sampai dan sesuai recommended,5,Positive,True
Cakep sendalnya kulit asli euy...,cakep sendalnya kulit asli euy,5,Positive,True
Cakep sendalnya kulit asli asli euy...,cakep sendalnya kulit asli asli euy,5,Positive,True
"thanks Juragan, semoga sukses selalu",thanks juragan semoga sukses selalu,5,Positive,True
"thanks Juragan, semoga sukses sukses selalu",thanks juragan semoga sukses sukses selalu,5,Positive,True
Terima kasih....................,terima kasih,5,Positive,True
Terima,terima,5,Positive,True
"Barang telah diterima dan dites nyala, mudah2an portnya juga ok, terima kasih",barang telah diterima dan dites nyala mudah an portnya juga ok terima kasih,4,Positive,True
"Barang telah diterima dan dites nyala, diterima mudah2an juga ok, terima",barang telah diterima dan dites nyala diterima mudah an juga ok terima,4,Positive,True
Sesuai dengan deskripsi dan penjual sangat responsif gesit tanggap,sesuai dengan deskripsi dan penjual sangat responsif gesit tanggap,5,Positive,True
Sesuai dengan deskripsi dan penjual sangat sangat responsif cepat tanggap,sesuai dengan deskripsi dan penjual sangat sangat responsif cepat tanggap,5,Positive,True
"Buat direseler, jadi usernya yg tahu kualitas barangnya. Untuk seller, sempet salah input no. Resi, ane jadi ga bisa ngetrace, tapi setelah di DM mau rubah inputan reai, jadi ane bisa lacak nih barang. Overall ok lah.",buat direseler jadi usernya yg tahu kualitas barangnya untuk seller sempet salah input no resi ane jadi ga bisa ngetrace tapi setelah di dm mau rubah inputan reai jadi ane bisa lacak nih barang overall ok lah,5,Positive,True
"direseler, jadi usernya yg tahu kualitas barangnya. Untuk seller, sempet salah no. Resi, ane jadi ga ga ngetrace, tapi setelah di DM mau rubah inputan reai, jadi ane lacak nih barang. Overall lah.",direseler jadi usernya yg tahu kualitas barangnya untuk seller sempet salah no resi ane jadi ga ga ngetrace tapi setelah di dm mau rubah inputan reai jadi ane lacak nih barang overall lah,5,Positive,True
terima kasih barang nya ok,terima kasih barang nya ok,4,Positive,True
terima kasih barang nya nya ok,terima kasih barang nya nya ok,4,Positive,True
"Best seller selama pakai tokped, respon cepet banget, order jumat jam 4an, dikirim jam 5an, terima sabtu sore, pesen reguler dikirim pakai YES, mantul abis! packing rapi barang ori garansi matching tgl beli, TOP. Sukses lapaknya gan!",best seller selama pakai tokped respon cepet banget order jumat jam an dikirim jam an terima sabtu sore pesen reguler dikirim pakai yes mantul abis packing rapi barang ori garansi matching tgl beli top sukses lapaknya gan,5,Positive,True
